423004,01:57:30.06,7663ec0f,300,-5000,6912,398,1,フォロッド兵,47,,,,,,,1561,1561,1561,8,8,8
423005,01:57:30.08,7663ec0f,300,-5000,6912,398,1,フォロッド兵,47,,,,,,,1561,1561,1561,8,8,8
423006,01:57:30.10,7663ec0f,300,-5000,6912,398,1,フォロッド兵,47,,,,,,,1561,1561,1561,8,8,8
423007,01:57:30.11,7663ec0f,300,-5000,6912,398,1,フォロッド兵,47,,,,,,,1561,1561,1561,8,8,8
423008,01:57:30.13,7663ec0f,300,-5000,6912,398,1,フォロッド兵,47,,,,,,,1561,1561,1561,8,8,8
423009,01:57:30.15,7663ec0f,300,-5000,6912,398,1,フォロッド兵,47,,,,,,,1561,1561,1561,8,8,8
423010,01:57:30.16,7663ec0f,300,-5000,6912,398,1,フォロッド兵,47,,,,,,,1561,1561,1561,8,8,8
423011,01:57:30.18,7663ec0f,300,-5000,6912,398,1,フォロッド兵,47,,,,,,,1561,1561,1561,8,8,8
423012,01:57:30.20,7663ec0f,300,-5000,6912,398,1,フォロッド兵,47,,,,,,,1561,1561,1561,8,8,8
423013,01:57:30.21,7663ec0f,300,-5000,6912,398,1,フォロッド兵,47,,,,,,,1561,1561,1561,8,8,8
423014,01:57:30.23,7663ec0f,300,-5000,6912,398,1,フォロッド兵,47,,,,,,,1561,1561,1561,8,8,8
423015,01:57:30.25,7663ec0f,300,-5000,6912,398,1,フォロッド兵,47,,,,,,,1561,1561,1561,8,8,8
423016,01:57:30.26,7663ec0f,300,-5000,6912,398,1,フォロッド兵,47,,,,,,,1561,1561,1561,8,8,8
423017,01:57:30.28,7663ec0f,300,-5000,6912,398,1,フォロッド兵,47,,,,,,,1561,1561,1561,8,8,8
423018,01:57:30.30,7663ec0f,300,-5000,6912,398,1,フォロッド兵,47,,,,,,,1561,1561,1561,8,8,8
423019,01:57:30.31,7663ec0f,300,-5000,6912,398,1,フォロッド兵,47,,,,,,,1561,1561,1561,8,8,8
423020,01:57:30.33,7663ec0f,300,-5000,6912,398,1,フォロッド兵,47,,,,,,,1561,1561,1561,8,8,8
423021,01:57:30.35,7663ec0f,300,-5000,6912,398,1,フォロッド兵,47,,,,,,,1561,1561,1561,8,8,8
423022,01:57:30.36,7663ec0f,300,-5000,6912,398,1,フォロッド兵,47,,,,,,,1561,1561,1561,8,8,8
423023,01:57:30.38,7663ec0f,300,-5000,6912,398,1,フォロッド兵,47,,,,,,,1561,1561,1561,8,8,8
423024,01:57:30.40,7663ec0f,300,-5000,6912,398,1,フォロッド兵,47,,,,,,,1561,1561,1561,8,8,8
